ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom,Group
287,Malacosoma americanum,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,7099,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
288,Malacosoma americanum,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,7099,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
289,Malacosoma californicum,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,151313,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
290,Malacosoma constrictum,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
291,Malacosoma disstria,DNA virus,Baculoviridae,NPV,,,Field,"Canada, China",,1/8/2096,2/12/2099,"NB, AB",Insignificant control agent,40071,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1353,Malacosoma californicum fragile,DNA virus,Baculoviridae,NPV,Larva,,Field,USA,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
292,Malacosoma californicum lutescens,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
293,Malacosoma disstria testacea,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
294,Malacosoma disstria,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,40071,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
295,Malacosoma disstria testacea,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
296,Malacosoma californicum pluviale,DNA virus,Baculoviridae,NPV,,,Field,Canada,,1/8/2096,2/12/2099,BC,Useful control agent,151313,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
297,Pachypasa otus,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
298,Selenephera lunigera,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
299,Apoda dentatus,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
300,Microleon longipalpis,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,2608800,Microleon,Limacodidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
301,Parasa consocia,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1481755,Parasa,Limacodidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
302,Sibine apicalis,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
303,Lycaena phlaeas,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,282391,Lycaena,Lycaenidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
304,Lycaena phlaeas,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,282391,Lycaena,Lycaenidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
305,Calliteara abietis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,987894,Calliteara,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
306,Dasychira basiflava,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,690183,Dasychira,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
307,Dasychira confusa,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
308,Dasychira mendosa,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
309,Dasychira pseudobietis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
310,Dasychira pseudobietis,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
311,Calliteara pudibunda,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,875926,Calliteara,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
312,Calliteara pudibunda,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,875926,Calliteara,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
313,Euproctis chrysorrhoea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,987934,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
314,Euproctis chrysorrhoea,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,987934,Euproctis,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
315,Euproctis flava,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,2249547,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
316,Euproctis flava,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,2249547,Euproctis,Erebidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
317,Euproctis pseudoconspersa,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,,1510228,Euproctis,Erebidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
318,Euproctis pseudoconspersa,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,1510228,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
319,Euproctis similis,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,987935,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
320,Euproctis similis,RNA virus,Reoviridae,CPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,987935,Euproctis,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
321,Euproctis similis,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,987935,Euproctis,Erebidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
322,Euproctis subflava,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1078813,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
323,Ivela auripes,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1706551,Ivela,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
324,Leucoma salicis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,688415,Leucoma,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
325,Leucoma salicis,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,688415,Leucoma,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
326,Lymantria dispar,RNA virus,Reoviridae,CPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,13123,Lymantria,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
327,Lymantria dispar,DNA virus,Baculoviridae,Lymantria dispar NPV  (LdMNPV),,,Field,"Japan, China, Romania, Russia, Portugal, Czechoslovakia, Canada",,1/8/2096,2/12/2099,"NB, QC, ON",Useful control agent,13123,Lymantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
328,Lymantria dispar,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,,13123,Lymantria,Erebidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
329,Lymantria dispar japonica,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,13123,Lymantria,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
330,Lymantria fumida fumida,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
331,Lymantria fumida fumida,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
332,Lymantria incerta,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,2163879,Lymantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
333,Lymantria mathura aurora,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
334,Lymantria mathura aurora,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
335,Lymantria monacha,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,78897,Lymantria,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
336,Lymantria monacha,DNA virus,Baculoviridae,Lymantria monacha NPV  (LmMNPV),,,Field,Japan,,1/8/2096,2/12/2099,,,78897,Lymantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
337,Lymantria obfuscata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,78900,Lymantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
338,Orgyia anartoides,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,345880,Teia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
339,Orgyia antiqua,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,335469,Orgyia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
340,Orgyia antiqua,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,335469,Orgyia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
341,Orgyia australis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,335470,Orgyia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
342,Orgyia antiqua badia,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
343,Orgyia gonostigma,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
344,Orgyia leucostigma,DNA virus,Baculoviridae,Orgyia pseudotsugata NPV  (OpMNPV),,,,,,1/8/2096,2/12/2099,"NF, NS",Useful control agent,95259,Orgyia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
345,Orgyia leucostigma,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,95259,Orgyia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
346,Orgyia pseudotsugata,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,33414,Orgyia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
1354,Orgyia turbata,DNA virus,Baculoviridae,NPV,Larva,,Field,Thailand,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
347,Orgyia vetusta,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,335474,Orgyia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
348,Bucculatrix thurberiella,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
349,Acronicta americana,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,688356,Acronicta,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
350,Actebia fennica,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,989868,Actebia,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
351,Eudocima tyrannus,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,1137969,Eudocima,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
352,Aedia leucomelas,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,987456,Aedia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
353,Agrochola helvola,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,987867,Agrochola,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
354,Agrochola lychnidis,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,12/28/2000,,,987871,Agrochola,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
355,Agrotis exclamationis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,215162,Agrotis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
356,Agrotis ipsilon,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,56364,Agrotis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
357,Agrotis segetum,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),,,Field,Japan,,1/8/2096,2/12/2099,,,47767,Agrotis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
358,Agrotis segetum,RNA virus,Reoviridae,CPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,47767,Agrotis,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
359,Alabama argillacea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,720635,Alabama,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
360,Aletia oxygala luteopallens,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
361,Alabama argillacea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,720635,Alabama,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
362,Anadevidia peponis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,254367,Anadevidia,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
363,Anadevidia peponis,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,,254367,Anadevidia,Noctuidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
364,Anagrapha falcifera,DNA virus,Baculoviridae,NPV,,,,USA,,1/8/2096,2/12/2099,,,56368,Anagrapha,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
365,Anomis flava,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,1123330,Anomis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
366,Xestia ilimata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1355,Anticarsia gemmatalis,DNA virus,Baculoviridae,Anticarsia gemmatalis NPV  (AgMNPV),Larva,,Field,"USA/Florida, Brazil",,1/8/2096,2/12/2099,,,129554,Anticarsia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
367,Antitype xanthomista,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
368,Acronicta major,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,1078809,Acronicta,Noctuidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
369,Aporophyla lutulenta,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,988064,Aporophyla,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
370,Arcte coerulea,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
371,Arcte coerulea,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
372,Argyrogramma basigera,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,690214,Enigmogramma,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
373,Autographa biloba,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
374,Autographa bimaculata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1316636,Autographa,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
375,Autographa californica,DNA virus,Baculoviridae,Autographa californica NPV (AcMNPV),,,,USA,,1/8/2096,12/13/2000,,,572729,Autographa,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
376,Autographa californica,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,572729,Autographa,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
377,Autographa gamma,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,254363,Autographa,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
378,Autographa gamma,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,254363,Autographa,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
379,Autographa nigrisigna,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,254368,Autographa,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
380,Autographa precationis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,319802,Autographa,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
381,Axylia putris,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,988077,Axylia,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
382,Bellura gortynoides,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1093866,Bellura,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
383,Calophasia lunula,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,214073,Calophasia,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
384,Calophasia lunula,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,214073,Calophasia,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
385,Catabena esula,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
386,Catocala conjucta,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
387,Catocala nymphaea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,987898,Catocala,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
388,Catocala nymphagoga,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1734902,Catocala,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
389,Melanchra picta,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,689214,Melanchra,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
390,Melanchra picta,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,689214,Melanchra,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
391,Cerapteryx graminis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,980960,Cerapteryx,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
392,Chrysodeixis chalcites,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,749652,Chrysodeixis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
393,Chrysodeixis eriosoma,DNA virus,Baculoviridae,NPV,,,,New Zealand,,1/8/2096,2/12/2099,,,254718,Chrysodeixis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
394,Diachrysia orichalcea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
395,Dicycla oo,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1858094,Dicycla,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
396,Diparopsis watersi,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
397,Discestra trifolii,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,987454,Anarta,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
398,Discestra trifolii,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,987454,Anarta,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
399,Dryobota furva,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
400,Dryobota protea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
