"","presence","Host","Virus","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","Group","Order","Family"
"589",1,"Antheraea yamamai","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"590",1,"Antheraea yamamai","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"591",1,"Automeris aurantiaca","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"592",1,"Automeris io","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"593",1,"Automeris memusae","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"594",1,"Coloradia pandora","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"595",1,"Dictyoploca japonica","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"596",1,"Dictyoploca japonica","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"597",1,"Dictyoploca japonica","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"598",1,"Hemileuca tricolor","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"599",1,"Hyalophora cecropia","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"600",1,"Hyalophora cecropia","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"601",1,"Hylesia nigricans","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"602",1,"Nudaurelia cytherea cytherea","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"603",1,"Hemileuca eglanterina","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"604",1,"Samia cynthia","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"605",1,"Samia cynthia","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"606",1,"Samia cynthia pryeri","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"607",1,"Samia cynthia pryeri","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"608",1,"Samia cynthia pryeri","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"609",1,"Samia cynthia ricini","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"610",1,"Samia cynthia ricini","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"611",1,"Saturnia pyri","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"612",1,"Saturnia pyri","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"613",1,"Dira megera","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"614",1,"Pararge aegeria","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"615",1,"Scythris sinensis","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"616",1,"Bembecia contracta","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"617",1,"Bembecia contracta","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"618",1,"Paranthrene pernix","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"619",1,"Hyles euphorbiae","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"620",1,"Hyles euphorbiae","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"621",1,"Hyles lineata","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"622",1,"Cephonodes hylas","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"623",1,"Deilephila elpenor","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"624",1,"Deilephila elpenor","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"625",1,"Mimas tiliae","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"626",1,"Agrius convolvuli","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"627",1,"Hippotion eson","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"628",1,"Sphinx pinastri","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"629",1,"Sphinx pinastri","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"630",1,"Laothoe populi","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"631",1,"Laothoe populi","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"632",1,"Macroglossum pyrrhosticta","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"633",1,"Manduca sexta","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"634",1,"Pachysphynx  modesta","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"635",1,"Psilogramma increta","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"636",1,"Smerinthus ocellata","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"637",1,"Smerinthus ocellata","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"638",1,"Smerinthus ocellata atlanticus","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"639",1,"Sphinx ligustri","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"640",1,"Sphinx ligustri","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"641",1,"Theretra japonica","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"642",1,"Theretra nessus","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"643",1,"Theretra oldenlandiae","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"644",1,"Thaumetopoea pityocampa","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"645",1,"Thaumetopoea pityocampa","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"646",1,"Thaumetopoea processionea","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"647",1,"Thaumetopoea processionea","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"648",1,"Thaumetopoea wilkinsoni","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"649",1,"Thaumetopoea wilkinsoni","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"650",1,"Tinea pellionella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"651",1,"Tinea pellionella","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"652",1,"Tinea pellionella","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"653",1,"Tineola bisselliella","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"654",1,"Tineola bisselliella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"655",1,"Acleris gloverana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"656",1,"Acleris variana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"657",1,"Adoxophyes fasciata","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"658",1,"Adoxophyes orana","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"659",1,"Adoxophyes orana","Adoxophyes orana NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"660",1,"Archips cerasivorana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"661",1,"Choristoneura fumiferana","Choristoneura fumiferana NPV  (CfMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"662",1,"Choristoneura fumiferana","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"663",1,"Choristoneura murinana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"664",1,"Choristoneura occidentalis","Choristoneura fumiferana NPV  (CfMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"665",1,"Choristoneura pinus","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"666",1,"Choristoneura rosaceana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"667",1,"Epiphyas postvittana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"668",1,"Homona coffearia","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"669",1,"Homona magnanima","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"670",1,"Homona magnanima","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"671",1,"Merophyas divulsana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"672",1,"Pandemis lamprosana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"673",1,"Platynota idaeusalis","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"674",1,"Platynota idaeusalis","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"675",1,"Ptycholomoides aeriferana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"676",1,"Sparganothis pettitana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"677",1,"Tortrix viridana","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"678",1,"Tortrix viridana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"679",1,"Argyresthia conjugella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"680",1,"Plutella xylostella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"681",1,"Plutella xylostella","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"682",1,"Yponomeuta cagnatella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"683",1,"Yponomeuta evonymella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"684",1,"Yponomeuta malinellus","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"685",1,"Yponomeuta mayumivorellus","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"686",1,"Yponomeuta padella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"687",1,"Aglaope infausta","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"688",1,"Artona funeralis","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"689",1,"Illiberis pruni","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"690",1,"Pidorus glaucopis atratus","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"691",1,"Pryeria sinica","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"692",1,"Chrysopa perla","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"693",1,"Chrysopa perla","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"694",1,"Hemerobius stigma","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"695",1,"Hemerobius stigma","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"696",1,"Acrida turrita","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"697",1,"Atractomorpha lata","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"698",1,"Neophylax sp.","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"699",1,"Dichomeris acuminata","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"700",1,"Cnidocampa flavescens","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"701",1,"Cnidocampa flavescens","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"702",1,"Parasa lepida","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"703",1,"Parasa sinica","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"704",1,"Scopelodes contracta","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"705",1,"Conogethes punctiferalis","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"706",1,"Cryptoblabes loxiella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"707",1,"Dioryctria sylvestrella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"708",1,"Costelytra zealandica","Lake Grassmere virus ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"709",1,"Costelytra zealandica","Costelytra zealandica Flock House Virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"710",1,"Costelytra zealandica","Manawatu virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"711",1,"Wiseana cervinata","Wiseana cervinata IV ","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"712",1,"Acrobasis zelleri","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"713",1,"Adoxophyes fasciata","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"714",1,"Adoxophyes orana","Adoxophyes orana GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"715",1,"Adoxophyes orana","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"716",1,"Aleimna loeflingiana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"717",1,"Apotomis geminata","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"718",1,"Archips argyrospila","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"719",1,"Archips breviplicana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"720",1,"Archips breviplicana","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"721",1,"Archips crataegana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"722",1,"Archips fuscocupreanus","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"723",1,"Archips issikii","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"724",1,"Hoshinoa longicellana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"725",1,"Archips packardiana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"726",1,"Argyrotaenia velutinana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"727",1,"Choristoneura biennis","EPV Subgroup B ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"728",1,"Choristoneura conflictana","EPV Subgroup B ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"729",1,"Choristoneura conflictana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"730",1,"Choristoneura conflictana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"731",1,"Choristoneura diversana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"732",1,"Choristoneura fumiferana","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"733",1,"Choristoneura fumiferana","Choristoneura fumiferana GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"734",1,"Choristoneura diversana","EPV Subgroup B ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"735",1,"Choristoneura murinana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"736",1,"Choristoneura occidentalis","Choristoneura occidentalis GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"737",1,"Choristoneura viridis","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"738",1,"Clepsis persicana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"739",1,"Cnephasia longana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"740",1,"Cnephasia pumicana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"741",1,"Cryptophlebia leucotreta","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"742",1,"Cydia nigricana ","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"743",1,"Cydia pomonella","Cydia pomonella GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"744",1,"Cydia pomonella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"745",1,"Epinotia aporema","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"746",1,"Eucosma ancyrota","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"747",1,"Eupoecilia ambiguella","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"748",1,"Griselda radicana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"749",1,"Homona coffearia","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"750",1,"Homona coffearia","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"751",1,"Homona magnanima","Homona magnanima GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"752",1,"Homona magnanima","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"753",1,"Endopiza viteana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"754",1,"Olethreutes appendicea","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"755",1,"Pandemis heparana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"756",1,"Pseudosciaphila duplex","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"757",1,"Rhyacionia duplana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"758",1,"Rhyacionia buoliana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"759",1,"Rhyacionia frustrana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"760",1,"Spilonota ocellana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"761",1,"Xenotemna pallorana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"762",1,"Zeiraphera improbana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"763",1,"Zeiraphera improbana","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"764",1,"Zeiraphera improbana","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"765",1,"Amphimallon solstitialis","EPV Subgroup A","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"766",1,"Anomala cuprea","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"767",1,"Anoplognathus porosus","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"768",1,"Anoxia villosa","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"769",1,"Antitrogus morbillosus ","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"770",1,"Aphodius tasmaniae","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"771",1,"Aphodius tasmaniae","Nonoccluded virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"772",1,"Dasygnathus sp.","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"773",1,"Demodena boranensis","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"774",1,"Dermolepida albo-hirtum","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"775",1,"Geotrupes silvaticus","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"776",1,"Geotrupes stercorosus","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"777",1,"Heteronychus arator","Nonoccluded virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"778",1,"Heteronychus arator","Baculovirus group C","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"779",1,"Hoplia sp.","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"780",1,"Melolontha melolontha  ","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"781",1,"Melolontha melolontha  ","DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"782",1,"Melolontha melolontha  ","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"783",1,"Oryctes boas","Oryctes Nonoccluded virus","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"784",1,"Oryctes monoceros","Oryctes Nonoccluded virus","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"785",1,"Oryctes nasicornis","Oryctes Nonoccluded virus","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"786",1,"Othnonius batesi","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"787",1,"Papuana uninodis","Oryctes Baculovirus","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"788",1,"Pericoptus truncatus","Nonoccluded virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"789",1,"Phyllopertha horticola","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"790",1,"Phyllophaga anxia","Phyllophaga anxia IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"791",1,"Phyllophaga pleei","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"792",1,"Proagopertha lucidula","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"793",1,"Popillia japonica","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"794",1,"Rhopaea verreauxi","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"795",1,"Scapanes australis grossepunctatus","Baculovirus group C","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"796",1,"Sericesthis nigrolineata","EPV Subgroup A ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"797",1,"Strategus aloeus","Baculovirus group C","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"798",1,"Aedes albopictus","Nodmura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"799",1,"Culex pipiens pallens","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"800",1,"Matsumuraeses phaseoli","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"801",1,"Plutella xylostella","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"802",1,"Carposina niponensis","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"803",1,"Cnidocampa flavescens","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"804",1,"Parasa consocia","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"805",1,"Parasa sinica","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"806",1,"Cadra cautella","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"807",1,"Cadra cautella","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"808",1,"Chilo suppressalis","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"809",1,"Cnaphalocrocis medinalis","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"810",1,"Galleria mellonella","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"811",1,"Galleria mellonella","Galleria mellonella DNV ","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"812",1,"Diaphania pyloalis","DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"813",1,"Diaphania pyloalis","Infectious flacherie virus ","RNA virus","Picornaviridae",NA,NA,"Viruses",NA,NA
"814",1,"Sybrida approximans","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"815",1,"Parnara guttata","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"816",1,"Papilio xuthus","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"817",1,"Colias erate poliographus","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"818",1,"Aglais urticae connexa","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"819",1,"Aglais urticae connexa","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"820",1,"Aglais urticae","Aglais urticae DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"821",1,"Erannis defoliaria gigantea","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"822",1,"Operophtera brumata","EPV (Subgroup B)","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"823",1,"Protoboarmia simpliciaria","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"824",1,"Dendrolimus spectabilis","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"825",1,"Dendrolimus superans","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"826",1,"Gastropacha orientalis","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"827",1,"Gastropacha orientalis","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"828",1,"Gastropacha orientalis","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"829",1,"Bombyx mori","Bombyx mori DNV-1","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"830",1,"Bombyx mori","Infectious flacherie virus ","RNA virus","Picornaviridae",NA,NA,"Viruses",NA,NA
"831",1,"Bombyx mandarina","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"832",1,"Bombyx mandarina","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"833",1,"Actias artemis aliena","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"834",1,"Antheraea yamamai yamamai","IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"835",1,"Antheraea yamamai yamamai","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"836",1,"Theretra oldenlandiae","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"837",1,"Phalera flavescens","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"838",1,"Phalera assimilis","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"839",1,"Euproctis subflava","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"840",1,"Leucoma candida","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"841",1,"Leucoma candida","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"842",1,"Lymantria dispar","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"843",1,"Lymantria dispar","Lymantria dispar DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"844",1,"Lymantria fumida ","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"845",1,"Lymantria fumida ","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"846",1,"Orgyia postia","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"847",1,"Orgyia thyellina","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"848",1,"Orgyia thyellina","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"849",1,"Amsacta lactinea","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
