ERNntr,PathogenSpecies,CreationDate,ModificationDate,LogMaxDose,HostStageTested,HostSpecies,Group,HighTaxon,LowTaxon,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
112,Spodoptera exigua NPV  (SeMNPV),1/20/2096,2/12/2099,7 pibs/cm2,Larva,Galleria mellonella,Viruses,DNA virus,Baculoviridae,7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
113,Spodoptera exigua NPV  (SeMNPV),1/20/2096,2/12/2099,7 pibs/cm2,Larva,Ostrinia nubilalis,Viruses,DNA virus,Baculoviridae,29057,Ostrinia,Crambidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
114,Spodoptera exigua NPV  (SeMNPV),1/20/2096,2/12/2099,7 pibs/cm2,Larva,Adoxophyes orana,Viruses,DNA virus,Baculoviridae,480707,Adoxophyes,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
115,Spodoptera exigua NPV  (SeMNPV),1/20/2096,2/12/2099,7 pibs/cm2,Larva,Cydia pomonella,Viruses,DNA virus,Baculoviridae,82600,Cydia,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
116,Pseudoplusia includens NPV  (PiSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Diachrysia balluca,Viruses,DNA virus,Baculoviridae,689076,Diachrysia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
117,Pseudoplusia includens NPV  (PiSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Rachiplusia ou,Viruses,DNA virus,Baculoviridae,708044,Rachiplusia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
118,Syngrapha selecta NPV  (SsSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Autographa biloba,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Syngrapha selecta NPV  (SsSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Pseudoplusia includens,Viruses,DNA virus,Baculoviridae,689277,Chrysodeixis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
120,Syngrapha selecta NPV  (SsSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Rachiplusia ou,Viruses,DNA virus,Baculoviridae,708044,Rachiplusia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
121,Trichoplusia ni NPV  (TnSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Autographa biloba,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Trichoplusia ni NPV  (TnSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Autographa bimaculata,Viruses,DNA virus,Baculoviridae,1316636,Autographa,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
123,Trichoplusia ni NPV  (TnSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Pseudoplusia includens,Viruses,DNA virus,Baculoviridae,689277,Chrysodeixis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
124,Trichoplusia ni NPV  (TnSNPV),1/20/2096,2/12/2099,4.4 pibs/mm2,Larva,Rachiplusia ou,Viruses,DNA virus,Baculoviridae,708044,Rachiplusia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
125,Autographa californica NPV (AcMNPV),1/20/2096,12/13/2000,6.2 pibs/ml,Larva,Symmerista canicosta,Viruses,DNA virus,Baculoviridae,688392,Symmerista,Notodontidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
126,Autographa californica NPV (AcMNPV),1/20/2096,12/13/2000,6.2 pibs/ml,Larva,Croesia albicomma,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Choristoneura fumiferana,Viruses,Not defined in EDWIP,Not defined in EDWIP,7141,Choristoneura,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
128,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Choristoneura conflictana,Viruses,Not defined in EDWIP,Not defined in EDWIP,308442,Choristoneura,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
129,Thymelicus lineola NPV,1/20/2096,12/13/2000,7 pibs/ml,Larva,Archips cerasivorana,Viruses,Not defined in EDWIP,Not defined in EDWIP,191705,Archips,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
130,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Malacosoma disstria,Viruses,Not defined in EDWIP,Not defined in EDWIP,40071,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
131,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Orgyia leucostigma,Viruses,Not defined in EDWIP,Not defined in EDWIP,95259,Orgyia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
132,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Actebia fennica,Viruses,Not defined in EDWIP,Not defined in EDWIP,989868,Actebia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
133,Thymelicus lineola NPV,1/20/2096,12/13/2000,7 pibs/ml,Larva,Pachysphynx  modesta,Viruses,Not defined in EDWIP,Not defined in EDWIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Anisota senatoria,Viruses,Not defined in EDWIP,Not defined in EDWIP,1337568,Anisota,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
135,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Neodiprion pratti banksianae,Viruses,Not defined in EDWIP,Not defined in EDWIP,441931,Neodiprion,Diprionidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
136,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Neodiprion nanulus nanulus,Viruses,Not defined in EDWIP,Not defined in EDWIP,441925,Neodiprion,Diprionidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
137,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Neodiprion swainei,Viruses,Not defined in EDWIP,Not defined in EDWIP,441940,Neodiprion,Diprionidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
138,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Pristiphora erichsonii,Viruses,Not defined in EDWIP,Not defined in EDWIP,362180,Pristiphora,Tenthredinidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
139,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Pristiphora geniculata,Viruses,Not defined in EDWIP,Not defined in EDWIP,362181,Pristiphora,Tenthredinidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
140,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Trichiocampus irregularis,Viruses,Not defined in EDWIP,Not defined in EDWIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Chrysomela walshi,Viruses,Not defined in EDWIP,Not defined in EDWIP,153788,Chrysomela,Chrysomelidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
142,Thymelicus lineola NPV,1/20/2096,2/12/2099,7 pibs/ml,Larva,Anophothrips obscurus,Viruses,Not defined in EDWIP,Not defined in EDWIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Carposina niponensis GV,1/20/2096,2/12/2099,NA,Larva,Adoxophyes orana,Viruses,Not defined in EDWIP,Not defined in EDWIP,480707,Adoxophyes,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
144,Carposina niponensis GV,1/20/2096,2/12/2099,Not given,Larva,Archips breviplicana,Viruses,Not defined in EDWIP,Not defined in EDWIP,571296,Archips,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
145,Carposina niponensis GV,1/20/2096,2/12/2099,Not given,Larva,Homona magnanima,Viruses,Not defined in EDWIP,Not defined in EDWIP,410822,Homona,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
146,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Orthosia gothica,Viruses,DNA virus,Baculoviridae,43337,Orthosia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
147,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Spodoptera littoralis,Viruses,DNA virus,Baculoviridae,7109,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
148,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Arctia caja,Viruses,DNA virus,Baculoviridae,289281,Arctia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
149,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Spilosoma maculosa,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Plutella xylostella,Viruses,DNA virus,Baculoviridae,51655,Plutella,Plutellidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
151,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Galleria mellonella,Viruses,DNA virus,Baculoviridae,7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
152,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Evergestis forficalis,Viruses,DNA virus,Baculoviridae,753182,Evergestis,Crambidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
153,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Antheraea pernyi,Viruses,DNA virus,Baculoviridae,7119,Antheraea,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
154,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Adoxophyes orana,Viruses,DNA virus,Baculoviridae,480707,Adoxophyes,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
155,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Cydia pomonella,Viruses,DNA virus,Baculoviridae,82600,Cydia,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
156,Mamestra brassicae NPV (MbMNPV),1/22/2096,12/13/2000,NA,Larva,Lacanobia oleracea,Viruses,DNA virus,Baculoviridae,79499,Lacanobia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
157,Heliothis armigera NPV  (HaMNPV),1/22/2096,2/12/2099,NA,Larva,Spodoptera littoralis,Viruses,DNA virus,Baculoviridae,7109,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
158,Dasychira basiflava NPV,1/22/2096,2/12/2099,7 pibs/ml,Larva,Lymantria dispar,Viruses,DNA virus,Baculoviridae,13123,Lymantria,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
159,Plodia interpunctella GV,1/23/2096,2/12/2099,5 pibs/g of diet,Larva,Cadra cautella,Viruses,DNA virus,Baculoviridae,12985,Cadra,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
160,Cydia pomonella GV,1/23/2096,12/13/2000,11 pibs/gal,Larva,Helicoverpa zea,Viruses,DNA virus,Baculoviridae,7113,Helicoverpa,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
161,Cydia pomonella GV,1/23/2096,12/13/2000,11 pibs/gal,Larva,Amyelois transitella,Viruses,DNA virus,Baculoviridae,680683,Amyelois,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
162,Bombyx mori NPV,1/23/2096,2/12/2099,,Larva,Lemyra imparilis,Viruses,DNA virus,Baculoviridae,1578839,Lemyra,Erebidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
163,Bombyx mori NPV,1/23/2096,2/12/2099,,Larva,Euproctis similis,Viruses,DNA virus,Baculoviridae,987935,Euproctis,Erebidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
164,Bombyx mori NPV,1/23/2096,2/12/2099,,Larva,Euproctis similis,Viruses,DNA virus,Baculoviridae,987935,Euproctis,Erebidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
165,Bombyx mori NPV,1/23/2096,2/12/2099,,Larva,Papilio helenus,Viruses,DNA virus,Baculoviridae,76195,Papilio,Papilionidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
166,Bombyx mori NPV,1/23/2096,2/12/2099,,Larva,Artogeia rapae,Viruses,DNA virus,Baculoviridae,64459,Pieris,Pieridae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
167,Bombyx mori NPV,1/23/2096,2/12/2099,,Larva,Diaphania pyloalis,Viruses,DNA virus,Baculoviridae,1242752,Glyphodes,Crambidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
168,Bombyx mori NPV,1/23/2096,2/12/2099,,Larva,Theretra oldenlandiae,Viruses,DNA virus,Baculoviridae,1088304,Theretra,Sphingidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
169,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Thymelicus flavus,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Lycaena phlaeas,Viruses,DNA virus,Baculoviridae,282391,Lycaena,Lycaenidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
171,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Polyommatus icarus,Viruses,DNA virus,Baculoviridae,265386,Polyommatus,Lycaenidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
172,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Aglais urticae,Viruses,DNA virus,Baculoviridae,111881,Nymphalis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
173,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Argynnis paphia,Viruses,DNA virus,Baculoviridae,171802,Argynnis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
174,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Clossiana selene,Viruses,DNA virus,Baculoviridae,191398,Boloria,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
175,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Vanessa cardui,Viruses,DNA virus,Baculoviridae,171605,Vanessa,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
176,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Inachis io,Viruses,DNA virus,Baculoviridae,171585,Nymphalis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
177,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Polygonia c-album,Viruses,DNA virus,Baculoviridae,929971,Nymphalis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
178,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Vanessa atalanta,Viruses,DNA virus,Baculoviridae,42275,Vanessa,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
179,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Pieris brassicae,Viruses,DNA virus,Baculoviridae,7116,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
180,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Artogeia napi,Viruses,DNA virus,Baculoviridae,78633,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
181,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Artogeia rapae,Viruses,DNA virus,Baculoviridae,64459,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
182,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Maniola jurtina,Viruses,DNA virus,Baculoviridae,191418,Maniola,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
183,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Melanargia galathea,Viruses,DNA virus,Baculoviridae,111923,Melanargia,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
184,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Pararge aegeria,Viruses,DNA virus,Baculoviridae,116150,Pararge,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
185,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Pyronia tithonus,Viruses,DNA virus,Baculoviridae,2795565,Maniola,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
186,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Cydia pomonella,Viruses,DNA virus,Baculoviridae,82600,Cydia,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
187,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Epermenia chaerophyllella,Viruses,DNA virus,Baculoviridae,1178097,Epermenia,Epermeniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
188,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Yponomeuta cagnatella,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Nematus ribesii,Viruses,DNA virus,Baculoviridae,362087,Euura,Tenthredinidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
190,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Neodiprion sertifer,Viruses,DNA virus,Baculoviridae,441937,Neodiprion,Diprionidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
191,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Gilpinia hercyniae,Viruses,DNA virus,Baculoviridae,1170502,Gilpinia,Diprionidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
192,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Arctia caja,Viruses,DNA virus,Baculoviridae,289281,Arctia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
193,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Spilosoma lutea,Viruses,DNA virus,Baculoviridae,875881,Spilarctia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
194,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Tyria jacobaeae,Viruses,DNA virus,Baculoviridae,179666,Tyria,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
195,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Cilix glaucata,Viruses,DNA virus,Baculoviridae,104441,Cilix,Drepanidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
196,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Biston betularia,Viruses,DNA virus,Baculoviridae,82595,Biston,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
197,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Campaea margaritata,Viruses,DNA virus,Baculoviridae,934813,Campaea,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
198,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Dysstroma truncata,Viruses,DNA virus,Baculoviridae,685363,Dysstroma,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
199,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Cyclophora albipunctata,Viruses,DNA virus,Baculoviridae,505405,Cyclophora,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
200,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Cyclophora punctaria,Viruses,DNA virus,Baculoviridae,310442,Cyclophora,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
201,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Ecliptopera silaceata,Viruses,DNA virus,Baculoviridae,104457,Ecliptopera,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
202,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Hemistola chrysoprasaria,Viruses,DNA virus,Baculoviridae,934942,Hemistola,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
203,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Idaea aversata,Viruses,DNA virus,Baculoviridae,104447,Idaea,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
204,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Odontopera bidentata,Viruses,DNA virus,Baculoviridae,875882,Odontopera,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
205,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Operophtera brumata,Viruses,DNA virus,Baculoviridae,104452,Operophtera,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
206,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Opisthograptis luteolata,Viruses,DNA virus,Baculoviridae,934882,Opisthograptis,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
207,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Ourapteryx sambucaria,Viruses,DNA virus,Baculoviridae,934883,Ourapteryx,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
208,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Selenia dentaria,Viruses,DNA virus,Baculoviridae,934894,Selenia,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
209,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Timandra griseata,Viruses,DNA virus,Baculoviridae,190367,Timandra,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
210,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Xanthorhoe montanata,Viruses,DNA virus,Baculoviridae,934903,Xanthorhoe,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
211,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Xanthorhoe fluctuata,Viruses,DNA virus,Baculoviridae,934902,Xanthorhoe,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
212,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Xanthorhoe spadicearia,Viruses,DNA virus,Baculoviridae,934904,Xanthorhoe,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
213,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Malacosoma neustria,Viruses,DNA virus,Baculoviridae,7098,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
214,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Philudoria potatoria,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Calliteara pudibunda,Viruses,DNA virus,Baculoviridae,875926,Calliteara,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
216,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Euproctis chrysorrhoea,Viruses,DNA virus,Baculoviridae,987934,Euproctis,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
217,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Acronicta americana,Viruses,DNA virus,Baculoviridae,688356,Acronicta,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,Autographa californica NPV (AcMNPV),1/24/2096,12/13/2000,6 pibs/larva,Larva,Agrotis segetum,Viruses,DNA virus,Baculoviridae,47767,Agrotis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
219,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Anaplectoides prasina,Viruses,DNA virus,Baculoviridae,214030,Anaplectoides,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
220,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Autographa pulchrina,Viruses,DNA virus,Baculoviridae,987893,Autographa,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
221,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Autographa gamma,Viruses,DNA virus,Baculoviridae,254363,Autographa,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
222,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Craniophora ligustri,Viruses,DNA virus,Baculoviridae,938226,Craniophora,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
223,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Diachrysia chrysitis,Viruses,DNA virus,Baculoviridae,179674,Diachrysia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
224,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Diarisa mendica,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
